Jahr;Monat;Land;Ausfuhr: Gewicht in t;t;Veränderung zum Vorjahresmonat (%);Veränderung zum Vorjahresmonat (%);Ausfuhr: Wert Tsd. EUR;Tsd. EUR;Veränderung zum Vorjahresmonat (%);Veränderung zum Vorjahresmonat (%);Ausfuhr Wert Tsd. US $;Tsd. US $;Veränderung zum Vorjahresmonat (%);Veränderung zum Vorjahresmonat (%);Einfuhr: Gewicht t;t;Veränderung zum Vorjahresmonat (%);Veränderung zum Vorjahresmonat (%);Einfuhr Weert Tsd. EUR;Tsd. EUR;Veränderung zum Vorjahresmonat (%);Veränderung zum Vorjahresmonat (%);Einfuhr: Wert Tsd. US $;Tsd. US $;Veränderung zum Vorjahresmonat (%);Veränderung zum Vorjahresmonat (%)
2000;Januar;Vereinigte Staaten von Amerika;695756,2;e;.;;4040020;e;.;;-;;.;;858430,8;e;.;;3250132;e;.;;-;;.;
2000;Februar;Vereinigte Staaten von Amerika;895496,8;e;.;;4948739;e;.;;-;;.;;622114,1;e;.;;3255753;e;.;;-;;.;
2000;März;Vereinigte Staaten von Amerika;903695,2;e;.;;5606604;e;.;;-;;.;;918986,9;e;.;;4270195;e;.;;-;;.;
2000;April;Vereinigte Staaten von Amerika;681745,4;e;.;;4344320;e;.;;-;;.;;606669;e;.;;3588842;e;.;;-;;.;
2000;Mai;Vereinigte Staaten von Amerika;883898,8;e;.;;5586358;e;.;;-;;.;;641981,3;e;.;;4305312;e;.;;-;;.;
2000;Juni;Vereinigte Staaten von Amerika;759375,1;e;.;;5026624;e;.;;-;;.;;505320,2;e;.;;3888266;e;.;;-;;.;
2000;Juli;Vereinigte Staaten von Amerika;781064;e;.;;5461652;e;.;;-;;.;;430997,1;e;.;;3723843;e;.;;-;;.;
2000;August;Vereinigte Staaten von Amerika;774564,6;e;.;;5049749;e;.;;-;;.;;564844,1;e;.;;3908902;e;.;;-;;.;
2000;September;Vereinigte Staaten von Amerika;704453,1;e;.;;4772196;e;.;;-;;.;;902068,5;e;.;;3589631;e;.;;-;;.;
2000;Oktober;Vereinigte Staaten von Amerika;788479,2;e;.;;5939670;e;.;;-;;.;;647298,9;e;.;;4339252;e;.;;-;;.;
2000;November;Vereinigte Staaten von Amerika;700953,9;e;.;;5867017;e;.;;-;;.;;1008633,1;e;.;;4536170;e;.;;-;;.;
2000;Dezember;Vereinigte Staaten von Amerika;658575,7;e;.;;5121270;e;.;;-;;.;;693576,8;e;.;;4464781;e;.;;-;;.;
2001;Januar;Vereinigte Staaten von Amerika;907710,8;e;30,5;e;6048509;e;49,7;e;-;;.;;775374,5;e;-9,7;e;4267549;e;31,3;e;-;;.;
2001;Februar;Vereinigte Staaten von Amerika;668268,9;e;-25,4;e;5331693;e;7,7;e;-;;.;;813545,7;e;30,8;e;4056760;e;24,6;e;-;;.;
2001;März;Vereinigte Staaten von Amerika;772923,2;e;-14,5;e;6015533;e;7,3;e;-;;.;;784960,3;e;-14,6;e;4320625;e;1,2;e;-;;.;
2001;April;Vereinigte Staaten von Amerika;710360,6;e;4,2;e;5542167;e;27,6;e;-;;.;;664974,8;e;9,6;e;3867897;e;7,8;e;-;;.;
2001;Mai;Vereinigte Staaten von Amerika;951426,3;e;7,6;e;5852842;e;4,8;e;-;;.;;650204,9;e;1,3;e;4192473;e;-2,6;e;-;;.;
2001;Juni;Vereinigte Staaten von Amerika;673429,8;e;-11,3;e;5832832;e;16;e;4976530;e;.;;675752,8;e;33,7;e;4073879;e;4,8;e;3475733;e;.;
2001;Juli;Vereinigte Staaten von Amerika;624101,1;e;-20,1;e;6354791;e;16,4;e;5469544;e;.;;365189,8;e;-15,3;e;3838799;e;3,1;e;3304027;e;.;
2001;August;Vereinigte Staaten von Amerika;873945,2;e;12,8;e;5548342;e;9,9;e;4996257;e;.;;579654,1;e;2,6;e;3840649;e;-1,7;e;3458477;e;.;
2001;September;Vereinigte Staaten von Amerika;645328,7;e;-8,4;e;5043564;e;5,7;e;4595183;e;.;;310048,1;e;-65,6;e;3041141;e;-15,3;e;2770664;e;.;
2001;Oktober;Vereinigte Staaten von Amerika;868967,4;e;10,2;e;6144007;e;3,4;e;5565831;e;.;;435701,3;e;-32,7;e;3671972;e;-15,4;e;3326417;e;.;
2001;November;Vereinigte Staaten von Amerika;697512,3;e;-0,5;e;5294627;e;-9,8;e;4703244;e;.;;741485,9;e;-26,5;e;3742579;e;-17,5;e;3324468;e;.;
2001;Dezember;Vereinigte Staaten von Amerika;736277,4;e;11,8;e;4815021;e;-6;e;4296888;e;.;;702041,7;e;1,2;e;3067389;e;-31,3;e;2737229;e;.;
2002;Januar;Vereinigte Staaten von Amerika;713105,8;e;-21,4;e;5372056;e;-11,2;e;4745116;e;.;;955899,2;e;23,3;e;3106380;e;-27,2;e;2743791;e;.;
2002;Februar;Vereinigte Staaten von Amerika;727485;e;8,9;e;5404533;e;1,4;e;4701926;e;.;;609392,7;e;-25,1;e;3221088;e;-20,6;e;2802274;e;.;
2002;März;Vereinigte Staaten von Amerika;742437,1;e;-3,9;e;5947969;e;-1,1;e;5209225;e;.;;688846,1;e;-12,2;e;3559671;e;-17,6;e;3117529;e;.;
2002;April;Vereinigte Staaten von Amerika;905346,4;e;27,4;e;5928142;e;7;e;5251162;e;.;;840498,1;e;26,4;e;3961164;e;2,4;e;3508664;e;.;
2002;Mai;Vereinigte Staaten von Amerika;903947,4;e;-5;e;5204474;e;-11,1;e;4772513;e;.;;365425,3;e;-43,8;e;3179184;e;-24,2;e;2915306;e;.;
2002;Juni;Vereinigte Staaten von Amerika;751938,3;e;11,7;e;5475573;e;-6,1;e;5231345;e;5,1;e;630066,8;e;-6,8;e;3705410;e;-9;e;3540123;e;1,9;e
2002;Juli;Vereinigte Staaten von Amerika;787635,6;e;26,2;e;6543689;e;3;e;6492580;e;18,7;e;416625,2;e;14,1;e;3077086;e;-19,8;e;3053115;e;-7,6;e
2002;August;Vereinigte Staaten von Amerika;850197,9;e;-2,7;e;5711394;e;2,9;e;5584618;e;11,8;e;481390;e;-17;e;3233832;e;-15,8;e;3161987;e;-8,6;e
2002;September;Vereinigte Staaten von Amerika;992389,5;e;53,8;e;5685989;e;12,7;e;5576775;e;21,4;e;365517,6;e;17,9;e;3035856;e;-0,2;e;2977554;e;7,5;e
2002;Oktober;Vereinigte Staaten von Amerika;1099340,5;e;26,5;e;6302215;e;2,6;e;6183117;e;11,1;e;538280,7;e;23,5;e;3471369;e;-5,5;e;3405790;e;2,4;e
2002;November;Vereinigte Staaten von Amerika;1046786,7;e;50,1;e;5844075;e;10,4;e;5852245;e;24,4;e;674195,8;e;-9,1;e;3887168;e;3,9;e;3892601;e;17,1;e
2002;Dezember;Vereinigte Staaten von Amerika;794537,6;e;7,9;e;4843040;e;0,6;e;4931660;e;14,8;e;864401,1;e;23,1;e;2937598;e;-4,2;e;2991323;e;9,3;e
2003;Januar;Vereinigte Staaten von Amerika;694461,1;e;-2,6;e;5491455;e;2,2;e;5833000;e;22,9;e;712887,2;e;-25,4;e;3573590;e;15;e;3795786;e;38,3;e
2003;Februar;Vereinigte Staaten von Amerika;832506,5;e;14,4;e;5357802;e;-0,9;e;5771948;e;22,8;e;828499,1;e;36;e;3132260;e;-2,8;e;3374252;e;20,4;e
2003;März;Vereinigte Staaten von Amerika;839023,4;e;13;e;5147665;e;-13,5;e;5563007;e;6,8;e;695067,2;e;0,9;e;3442628;e;-3,3;e;3720339;e;19,3;e
2003;April;Vereinigte Staaten von Amerika;833267,2;e;-8;e;5033767;e;-15,1;e;5460582;e;4;e;526117,1;e;-37,4;e;3556277;e;-10,2;e;3857697;e;9,9;e
2003;Mai;Vereinigte Staaten von Amerika;1075569,9;e;19;e;5235623;e;0,6;e;6063836;e;27,1;e;525149,2;e;43,7;e;3258541;e;2,5;e;3773908;e;29,5;e
2003;Juni;Vereinigte Staaten von Amerika;774107,1;e;2,9;e;4826511;e;-11,9;e;5629152;e;7,6;e;642482,3;e;2;e;3322182;e;-10,3;e;3874371;e;9,4;e
